"","source_id","source_url","source_title","eissn","issn_print","is_diamond","jjps_status","country"
"293",1717,"https://www.ajol.info/index.php/mjst","Malawi Journal of Science and Technology","1019-7079",NA,1,"Pending","Malawi"
"294",1298,"https://www.ajol.info/index.php/mmj","Malawi Medical Journal","1995-7262","1995-7270",1,"2 Stars","Malawi"
"295",1299,"https://www.ajol.info/index.php/mvmj","Mansoura Veterinary Medical Journal","2682-2512","1110-7219",1,"2 Stars","Egypt, Arab Rep."
"296",1300,"https://www.ajol.info/index.php/mtj","Medical Technologies Journal","2572-004X",NA,1,"2 Stars","Algeria"
"297",1301,"https://www.ajol.info/index.php/met","Metamorphosis","2307-5031",NA,1,"2 Stars","South Africa"
"298",1657,"https://www.ajol.info/index.php/mjas","Mgbakoigba: Journal of African Studies",NA,"2346-7126",1,"No Stars","Nigeria"
"299",1131,"https://www.ajol.info/index.php/mid","Microbes and Infectious Diseases","2682-4140","2682-4132",1,"1 Star","Egypt, Arab Rep."
"300",1302,"https://www.ajol.info/index.php/mb","Microbial Biosystems Journal","2357-0334","2357-0326",1,"2 Stars","Egypt, Arab Rep."
"301",1303,"https://www.ajol.info/index.php/mlr","Mizan Law Review","2309-902X","1998-9881",1,"2 Stars","Ethiopia"
"302",1304,"https://www.ajol.info/index.php/mejs","Momona Ethiopian Journal of Science","2220-184X","2073-073X",1,"2 Stars","Ethiopia"
"303",1658,"https://www.ajol.info/index.php/mulika","MULIKA Journal","2546-2202","0856-0129",1,"No Stars","Tanzania"
"304",1305,"https://www.ajol.info/index.php/njhss","Nairobi Journal of Humanities and Social Sciences","2523-0948","2520-4009",1,"2 Stars","Kenya"
"305",1659,"https://www.ajol.info/index.php/na","New Agenda: South African Journal of Social and Economic Policy",NA,"1607-2820",1,"No Stars","South Africa"
"306",1306,"https://www.ajol.info/index.php/ngjsd","NG Journal of Social Development","2814-1105",NA,1,"2 Stars","Nigeria"
"307",1660,"https://www.ajol.info/index.php/naj","Nigeria Agricultural Journal",NA,"0300-368X",1,"No Stars","Nigeria"
"308",1719,"https://www.ajol.info/index.php/njpap","Nigeria Journal of Pure and Applied Physics","1596-0862",NA,1,"Pending","Nigeria"
"309",1133,"https://www.ajol.info/index.php/ntj","Nigeria Theatre Journal: A Journal of the Society of Nigeria Theatre Artists","2971-6748","0189-9562",1,"1 Star","Nigeria"
"310",1661,"https://www.ajol.info/index.php/nba","Nigerian Bar Journal",NA,NA,1,"No Stars","Nigeria"
"311",1475,"https://www.ajol.info/index.php/ndj","Nigerian Dental Journal","0189-1006",NA,1,"Inactive Title","Nigeria"
"312",1134,"https://www.ajol.info/index.php/nhj","Nigerian Health Journal","2992-345X","0189-9287",1,"1 Star","Nigeria"
"313",1722,"https://www.ajol.info/index.php/tjas","Nigerian Journal of Animal Science","1119-4308",NA,1,"Pending","Nigeria"
"314",1662,"https://www.ajol.info/index.php/njbas","Nigerian Journal of Basic and Applied Sciences","2756-4843",NA,1,"No Stars","Nigeria"
"315",1307,"https://www.ajol.info/index.php/njbmb","Nigerian Journal of Biochemistry and Molecular Biology","2659-0042","0189-4757",1,"2 Stars","Nigeria"
"316",1663,"https://www.ajol.info/index.php/njb","Nigerian Journal of Biotechnology",NA,"0189-1731",1,"No Stars","Nigeria"
"317",1135,"https://www.ajol.info/index.php/njbot","Nigerian Journal of Botany","1115-7569","0795-0128",1,"1 Star","Nigeria"
"318",1664,"https://www.ajol.info/index.php/njcr","Nigerian Journal of Chemical Research","1119-0221",NA,1,"No Stars","Nigeria"
"319",1136,"https://www.ajol.info/index.php/njcs","Nigerian Journal of Christian Studies","2805-3710","2636-6126",1,"1 Star","Nigeria"
"320",1137,"https://www.ajol.info/index.php/njcp","Nigerian Journal of Clinical Practice","2229-7731","1119-3077",1,"1 Star","Nigeria"
"321",1138,"https://www.ajol.info/index.php/njcomm","Nigerian Journal of Communication","2756-3464","1596-356X",1,"1 Star","Nigeria"
"322",1139,"https://www.ajol.info/index.php/njdr","Nigerian Journal of Dental Research","2714-4089","2636-4956",1,"1 Star","Nigeria"
"323",1667,"https://www.ajol.info/index.php/njeng","Nigerian Journal of Engineering","2705-3954","0794-4756",1,"No Stars","Nigeria"
"324",1309,"https://www.ajol.info/index.php/njm","Nigerian Journal of Medicine","2667-0526","1115-2613",1,"2 Stars","Nigeria"
"325",1142,"https://www.ajol.info/index.php/njo","Nigerian Journal of Ophthalmology","2468-8363","0189-9171",1,"1 Star","Nigeria"
"326",1310,"https://www.ajol.info/index.php/njp","Nigerian Journal of Paediatrics","0302-4660",NA,1,"2 Stars","Nigeria"
"327",1725,"https://www.ajol.info/index.php/njpr","Nigerian Journal of Pharmaceutical Research","2635-3555","0189-8434",1,"Pending","Nigeria"
"328",1144,"https://www.ajol.info/index.php/njps","Nigerian Journal of Physiological Sciences","0794-859X",NA,1,"1 Star","Nigeria"
"329",1145,"https://www.ajol.info/index.php/njsp","Nigerian Journal of Social Psychology","2682-6143","2682-6151",1,"1 Star","Nigeria"
"330",1146,"https://www.ajol.info/index.php/njs","Nigerian Journal of Surgery","1117-6806","2278-7100",1,"1 Star","Nigeria"
"331",1490,"https://www.ajol.info/index.php/njsr","Nigerian Journal of Surgical Research","1595-1103",NA,1,"Inactive Title","Nigeria"
"332",1311,"https://www.ajol.info/index.php/njtd","Nigerian Journal of Technological Development","2437-2110","0189-9546",1,"2 Stars","Nigeria"
"333",1312,"https://www.ajol.info/index.php/njt","Nigerian Journal of Technology","2467-8821","0331-8443",1,"2 Stars","Nigeria"
"334",1147,"https://www.ajol.info/index.php/nmj","Nigerian Medical Journal","2229-774X","0300-1652",1,"1 Star","Nigeria"
"335",1674,"https://www.ajol.info/index.php/nvj","Nigerian Veterinary Journal","0331-3026",NA,1,"No Stars","Nigeria"
"336",1148,"https://www.ajol.info/index.php/njinga","NJINGA e SEPÉ: Revista Internacional de Culturas, Línguas Africanas e Brasileiras","2764-1244",NA,1,"1 Star","Brazil"
"337",1675,"https://www.ajol.info/index.php/naujilj","Nnamdi Azikiwe University Journal of International Law and Jurisprudence",NA,"2276-7371",1,"No Stars","Nigeria"
"338",1313,"https://www.ajol.info/index.php/najfnr","North African Journal of Food and Nutrition Research","2588-1582",NA,1,"2 Stars","Algeria"
"339",1677,"https://www.ajol.info/index.php/og","OGIRISI: a New Journal of African Studies","1597-474X",NA,1,"No Stars","Nigeria"
"340",1149,"https://www.ajol.info/index.php/ovj","Open Veterinary Journal","2218-6050","2226-4485",1,"1 Star","Libya"
"341",1150,"https://www.ajol.info/index.php/orapj","Orapuh Journal","2644-3740",NA,1,"1 Star","Gambia, The"
"342",1554,"https://www.ajol.info/index.php/olr","Orapuh Literature Reviews","2644-3651",NA,1,"New Title","Gambia, The"
"343",1151,"https://www.ajol.info/index.php/ojm","Orient Journal of Medicine","1115-0521",NA,1,"1 Star","Nigeria"
"344",1152,"https://www.ajol.info/index.php/ojss","Orient Journal of Surgical Sciences","2971-625X","2734-3138",1,"1 Star","Nigeria"
"345",1314,"https://www.ajol.info/index.php/orion","ORiON","2224-0004","0259-191X",1,"2 Stars","South Africa"
"346",1153,"https://www.ajol.info/index.php/olj","Oromia Law Journal",NA,"2304-8239",1,"1 Star","Ethiopia"
"347",1315,"https://www.ajol.info/index.php/pamjoh","PAMJ One Health","2707-2800",NA,1,"2 Stars","Cameroon"
"348",1316,"https://www.ajol.info/index.php/pamj","Pan African Medical Journal","1937-8688",NA,1,"2 Stars","Uganda"
"349",1155,"https://www.ajol.info/index.php/pajbm","Pan-African Journal of Business Management","1821-9993","1821-9985",1,"1 Star","Tanzania"
"350",1317,"https://www.ajol.info/index.php/pajgd","PanAfrican Journal of Governance and Development","2707-1316","2707-1308",1,"2 Stars","Ethiopia"
"351",1156,"https://www.ajol.info/index.php/ped","Papers in Education and Development","2665-0746","0856-4027",1,"1 Star","Tanzania"
"352",1318,"https://www.ajol.info/index.php/jda","People Centred – The Journal of Development Administration","2788-8169","2218-4899",1,"2 Stars","Zimbabwe"
"353",1495,"https://www.ajol.info/index.php/pie","Perspectives in Education",NA,"0258-2236",1,"Inactive Title","South Africa"
"354",1157,"https://www.ajol.info/index.php/pmjoe","Pest Management Journal of Ethiopia","2958-941X","1028-0308",1,"1 Star","Ethiopia"
"355",1159,"https://www.ajol.info/index.php/pelj","Potchefstroom Electronic Law Journal/Potchefstroomse Elektroniese Regsblad","1727-3781",NA,1,"1 Star","South Africa"
"356",1319,"https://www.ajol.info/index.php/pngas","Proceedings of the Nigerian Academy of Science","2705-327X","0794-7976",1,"2 Stars","Nigeria"
"357",1320,"https://www.ajol.info/index.php/rjikm","Regional Journal of Information and Knowledge Management","2412-6535",NA,1,"2 Stars","Kenya"
"358",1321,"https://www.ajol.info/index.php/rhm","Research in Hospitality Management","2415-5152","2224-3534",1,"2 Stars","South Africa"
"359",1555,"https://www.ajol.info/index.php/rjbf","Research Journal of Business and Finance","2958-8634",NA,1,"New Title","Kenya"
"360",1556,"https://www.ajol.info/index.php/rjetcs","Research Journal of Education, Teaching and Curriculum Studies","2958-8626",NA,1,"New Title","Kenya"
"361",1322,"https://www.ajol.info/index.php/rejhs","Research Journal of Health Sciences","2467-8252","2360-7793",1,"2 Stars","Nigeria"
"362",1323,"https://www.ajol.info/index.php/rac","Revista Angolana de Ciências","2664-259X",NA,1,"2 Stars","Angola"
"363",1324,"https://www.ajol.info/index.php/racsaude","Revista Angolana de Ciências da Saúde","2789-2832","2789-2824",1,"2 Stars","Angola"
"364",1161,"https://www.ajol.info/index.php/rafea","Revue Africaine d’Environnement et d’Agriculture","2708-5422","2708-7743",1,"1 Star","Congo, Democratic Republic"
"365",1163,"https://www.ajol.info/index.php/rebpasres","Revue de l’Environnement et de la Biodiversité-Programme d’Appui Stratégique à la Recherche Scientifique (REB-PASRES)",NA,"2520-3037",1,"1 Star","Côte d'Ivoire"
"366",1325,"https://www.ajol.info/index.php/remarem","Revue Marocaine de Recherche en Management et Marketing","2458-665X","2028-5175",1,"2 Stars","Morocco"
"367",1679,"https://www.ajol.info/index.php/rj","Rwanda Journal",NA,"2305-2678",1,"No Stars","Rwanda"
"368",1738,"https://www.ajol.info/index.php/rjeas","Rwanda Journal of Agricultural Sciences","2707-7209",NA,1,NA,"Rwanda"
"369",1557,"https://www.ajol.info/index.php/rjeste","Rwanda Journal of Engineering, Science, Technology and Environment","2617-233X","2617-2321",1,"New Title","Rwanda"
"370",1503,"https://www.ajol.info/index.php/rjhs","Rwanda Journal of Health Sciences",NA,"2226-728X",1,"Inactive Title","Rwanda"
"371",1326,"https://www.ajol.info/index.php/rjmhs","Rwanda Journal of Medicine and Health Sciences","2616-9827","2616-9819",1,"2 Stars","Rwanda"
"372",1739,"https://www.ajol.info/index.php/rjsshb","Rwanda Journal of Social Sciences, Humanities and Business","2708-7603","2708-759X",1,NA,"Rwanda"
"373",1164,"https://www.ajol.info/index.php/rmj","Rwanda Medical Journal","2410-8626",NA,1,"1 Star","Rwanda"
"374",1165,"https://www.ajol.info/index.php/rje","Rwandan Journal of Education","2312-9239",NA,1,"1 Star","Rwanda"
"375",1327,"https://www.ajol.info/index.php/sajr","SA Journal of Radiology","2078-6778","1027-202X",1,"2 Stars","South Africa"
"376",1328,"https://www.ajol.info/index.php/saharaj","SAHARA-J: Journal of Social Aspects of HIV/AIDS","1813-4424","1729-0376",1,"2 Stars","South Africa"
"377",1507,"https://www.ajol.info/index.php/sjis","Samaru Journal of Information Studies","1596-5414",NA,1,"Inactive Title","Nigeria"
"378",1329,"https://www.ajol.info/index.php/sapientiae","SAPIENTIAE Revista de Ciências Sociais, Humanas e Enghenerias","2184-061X","2183-5063",1,"2 Stars","Angola"
"379",1166,"https://www.ajol.info/index.php/jsdugs","Science and Development","2821-9007","2550-3421",1,"1 Star","Ghana"
"380",1330,"https://www.ajol.info/index.php/scimundi","Science Mundi","2788-5844",NA,1,"2 Stars","Kenya"
"381",1681,"https://www.ajol.info/index.php/swj","Science World Journal","1597-6343","2756-391X",1,"No Stars","Nigeria"
"382",1167,"https://www.ajol.info/index.php/star","Science, Technology and Arts Research Journal","2305-3372","2226-7522",1,"1 Star","Ethiopia"
"383",1508,"https://www.ajol.info/index.php/scinat","Sciences & Nature","1812-0741",NA,1,"Inactive Title","Côte d'Ivoire"
"384",1331,"https://www.ajol.info/index.php/smsajms","Scientia Militaria: South African Journal of Military Studies","2224-0020","1022-8136",1,"2 Stars","South Africa"
"385",1168,"https://www.ajol.info/index.php/scopus","Scopus: Journal of East African Ornithology","2313-1799","0250-4162",1,"1 Star","Kenya"
"386",1170,"https://www.ajol.info/index.php/sinet","SINET: Ethiopian Journal of Science","2520-7997","0379-2897",1,"1 Star","Ethiopia"
"387",1332,"https://www.ajol.info/index.php/sokjmls","Sokoto Journal of Medical Laboratory Science",NA,"2536-7153",1,"2 Stars","Nigeria"
"388",1171,"https://www.ajol.info/index.php/sokjvs","Sokoto Journal of Veterinary Sciences","2315-6201","1595-093X",1,"1 Star","Nigeria"
"389",1173,"https://www.ajol.info/index.php/sacq","South African Crime Quarterly","2413-3108","1991-3877",1,"1 Star","South Africa"
"390",1174,"https://www.ajol.info/index.php/safp","South African Family Practice","2078-6204","2078-6190",1,"1 Star","South Africa"
"391",1175,"https://www.ajol.info/index.php/sajrs","South African Journal for Research in Sport, Physical Education and Recreation","2960-2386","0379-9069",1,"1 Star","South Africa"
"392",1177,"https://www.ajol.info/index.php/sajae","South African Journal of Agricultural Extension","2413-3221","0301-603X",1,"1 Star","South Africa"
"393",1178,"https://www.ajol.info/index.php/sajas","South African Journal of Animal Science","2221-4062","0375-1589",1,"1 Star","South Africa"
"394",1179,"https://www.ajol.info/index.php/sajbl","South African Journal of Bioethics and Law","1999-7639",NA,1,"1 Star","South Africa"
"395",1333,"https://www.ajol.info/index.php/sajc","South African Journal of Chemistry","1996-840X","0379-4350",1,"2 Stars","South Africa"
"396",1180,"https://www.ajol.info/index.php/sajchh","South African Journal of Child Health","1999-7671","1994-3032",1,"1 Star","South Africa"
"397",1334,"https://www.ajol.info/index.php/sajcn","South African Journal of Clinical Nutrition","2221-1268","1607-0658",1,"2 Stars","South Africa"
"398",1181,"https://www.ajol.info/index.php/saje","South African Journal of Education","2076-3433","0256-0100",1,"1 Star","South Africa"
"399",1182,"https://www.ajol.info/index.php/sajg","South African Journal of Geomatics","2225-8531",NA,1,"1 Star","South Africa"
"400",1183,"https://www.ajol.info/index.php/sajog","South African Journal of Obstetrics and Gynaecology","2305-8862","0038-2329",1,"1 Star","South Africa"
"401",1184,"https://www.ajol.info/index.php/sajpsyc","South African Journal of Psychiatry","2078-6786","1608-9685",1,"1 Star","South Africa"
"402",1350,"https://www.ajol.info/index.php/sajsci","South African Journal of Science","1996-7489","0038-2353",1,"3 Stars","South Africa"
"403",1335,"https://www.ajol.info/index.php/sasma","South African Journal of Sports Medicine","2078-516X","1015-5163",1,"2 Stars","South Africa"
"404",1685,"https://www.ajol.info/index.php/sajs","South African Journal of Surgery","2078-5151","0038-2361",1,"No Stars","South Africa"
"405",1185,"https://www.ajol.info/index.php/samj","South African Medical Journal","2078-5135","0256-9574",1,"1 Star","South Africa"
"406",1187,"https://www.ajol.info/index.php/ssmj","South Sudan Medical Journal","2309-4613","2309-4605",1,"1 Star","South Sudan"
"407",1517,"https://www.ajol.info/index.php/sajest","Southern Africa Journal of Education, Science and Technology",NA,"1819-3692",1,"Inactive Title","Zimbabwe"
"408",1188,"https://www.ajol.info/index.php/sabr","Southern African Business Review","1998-8125","1561-896X",1,"1 Star","South Africa"
"409",1189,"https://www.ajol.info/index.php/sajaa","Southern African Journal of Anaesthesia and Analgesia","2220-1173","2220-1181",1,"1 Star","South Africa"
"410",1336,"https://www.ajol.info/index.php/sajcc","Southern African Journal of Critical Care","2078-676X","1562-8264",1,"2 Stars","South Africa"
"411",1337,"https://www.ajol.info/index.php/sajee","Southern African Journal of Environmental Education","2411-5959","0256-7504",1,"2 Stars","South Africa"
"412",1338,"https://www.ajol.info/index.php/sajhivm","Southern African Journal of HIV Medicine","2078-6751","1608-9693",1,"2 Stars","South Africa"
"413",1192,"https://www.ajol.info/index.php/spl","Stellenbosch Papers in Linguistics","2223-9936","1027-3417",1,"1 Star","South Africa"
"414",1193,"https://www.ajol.info/index.php/splp","Stellenbosch Papers in Linguistics Plus","2224-3380",NA,1,"1 Star","South Africa"
"415",1518,"https://www.ajol.info/index.php/sigada","Studies in Gender and Development in Africa","0855-9449",NA,1,"Inactive Title","Ghana"
"416",1194,"https://www.ajol.info/index.php/sjms","Sudan Journal of Medical Sciences","1858-5051",NA,1,"1 Star","Sudan"
"417",1686,"https://www.ajol.info/index.php/srst","Synthèse: Revue des Sciences et de la Technologie","2352-9717","1111-4924",1,"No Stars","Algeria"
"418",1728,"https://www.ajol.info/index.php/tdj","Tanzania Dental Journal","0856-0625",NA,1,"Pending","Tanzania"
"419",1195,"https://www.ajol.info/index.php/tjags","Tanzania Journal of Agricultural Sciences",NA,"0856-664X",1,"1 Star","Tanzania"
"420",1196,"https://www.ajol.info/index.php/tjet","Tanzania Journal of Engineering and Technology","2619-8789","1821-536X",1,"1 Star","Tanzania"
"421",1687,"https://www.ajol.info/index.php/tjfnc","Tanzania Journal of Forestry and Nature Conservation","2408-8137","2408-8129",1,"No Stars","Tanzania"
"422",1197,"https://www.ajol.info/index.php/thrb","Tanzania Journal of Health Research","1821-9241","1821-6404",1,"1 Star","Tanzania"
"423",1198,"https://www.ajol.info/index.php/tjs","Tanzania Journal of Science","2507-7961","0856-1761",1,"1 Star","Tanzania"
"424",1199,"https://www.ajol.info/index.php/tjsoc","Tanzania Journal of Sociology","2591-6963","1821-9632",1,"1 Star","Tanzania"
"425",1200,"https://www.ajol.info/index.php/ter","Tanzanian Economic Review","2507-7740",NA,1,"1 Star","Tanzania"
"426",1201,"https://www.ajol.info/index.php/tcv","The Catholic Voyage: African Journal of Consecrated Life",NA,"2659-0301",1,"1 Star","Nigeria"
"427",1730,"https://www.ajol.info/index.php/colloq","The COLLOQUIUM","2971-6632",NA,1,"Pending","Nigeria"
"428",1202,"https://www.ajol.info/index.php/crab","The CRAB: Journal of Theatre and Media Arts",NA,"2006-0157",1,"1 Star","Nigeria"
"429",1523,"https://www.ajol.info/index.php/tp","Thought and Practice","2076-7714","0251-043X",1,"Inactive Title","Kenya"
"430",1340,"https://www.ajol.info/index.php/trp","Town and Regional Planning","2415-0495","1012-280X",1,"2 Stars","South Africa"
"431",1341,"https://www.ajol.info/index.php/tjnpr","Tropical Journal of Natural Product Research","2616-0692","2616-0684",1,"2 Stars","Nigeria"
"432",1342,"https://www.ajol.info/index.php/tjn","Tropical Journal of Nephrology","2651-5970","2006-490X",1,"2 Stars","Nigeria"
"433",1203,"https://www.ajol.info/index.php/tjog","Tropical Journal of Obstetrics and Gynaecology","0189-5117",NA,1,"1 Star","Nigeria"
"434",1204,"https://www.ajol.info/index.php/tjpr","Tropical Journal of Pharmaceutical Research","1596-9827","1596-5996",1,"1 Star","Nigeria"
"435",1205,"https://www.ajol.info/index.php/tjpp","Tunisian Journal of Plant Protection","2490-4368","1737-5436",1,"1 Star","Tunisia"
"436",1206,"https://www.ajol.info/index.php/tvl","Tydskrif vir letterkunde","2309-9070","0041-476X",1,"1 Star","South Africa"
"437",1207,"https://www.ajol.info/index.php/udsijd","UDS International Journal of Development","2026-5336",NA,1,"1 Star","Ghana"
"438",1690,"https://www.ajol.info/index.php/ujas","Uganda Journal of Agricultural Sciences","2410-6909","1026-0919",1,"No Stars","Uganda"
"439",1691,"https://www.ajol.info/index.php/ujah","UJAH: Unizik Journal of Arts and Humanities","1595-1413",NA,1,"No Stars","Nigeria"
"440",1343,"https://www.ajol.info/index.php/umudike","Umudike Journal of Engineering and Technology",NA,"2536-7404",1,"2 Stars","Nigeria"
"441",1732,"https://www.ajol.info/index.php/udslj","University of Dar es Salaam Library Journal","2953-2515","0856-1818",1,"Pending","Tanzania"
"442",1529,"https://www.ajol.info/index.php/umrj","University of Mauritius Research Journal","1694-0342",NA,1,"Inactive Title","Mauritius"
"443",1692,"https://www.ajol.info/index.php/jrhr","UNIZIK Journal of Religion and Human Relations",NA,"2006-5442",1,"No Stars","Nigeria"
"444",1208,"https://www.ajol.info/index.php/uongozi","UONGOZI Journal of Management and Development Dynamics","2619-8665","0856-1435",1,"1 Star","Tanzania"
"445",1693,"https://www.ajol.info/index.php/vulnew","Vulture News","1606-7479",NA,1,"No Stars","South Africa"
"446",1344,"https://www.ajol.info/index.php/wsa","Water SA","1816-7950","0378-4738",1,"2 Stars","South Africa"
"447",1694,"https://www.ajol.info/index.php/wajae","West African Journal of Applied Ecology","2661-9040","0855-4307",1,"No Stars","Ghana"
"448",1695,"https://www.ajol.info/index.php/wajiar","West African Journal of Industrial and Academic Research",NA,"1116-5405",1,"No Stars","Nigeria"
"449",1530,"https://www.ajol.info/index.php/wajm","West African Journal of Medicine","0189-160X",NA,1,"Inactive Title","Nigeria"
"450",1345,"https://www.ajol.info/index.php/wiojms","Western Indian Ocean Journal of Marine Science","2683-6416","0856-860X",1,"2 Stars","Tanzania"
"451",1346,"https://www.ajol.info/index.php/wojast","World Journal of Applied Science & Technology","2141-3290",NA,1,"2 Stars","Nigeria"
"452",1347,"https://www.ajol.info/index.php/yt","Yesterday and Today","2223-0386","2309-9003",1,"2 Stars","South Africa"
"453",1348,"https://www.ajol.info/index.php/zjps","Zagazig Journal of Pharmaceutical Sciences","2356-9786","1110-5089",1,"2 Stars","Egypt, Arab Rep."
"454",1734,"https://www.ajol.info/index.php/zumj","Zagazig University Medical Journal","2357-0717","1110-1431",1,NA,"Egypt, Arab Rep."
"455",1697,"https://www.ajol.info/index.php/zahir","Zaria Historical Journal","2756-6919","2756-6900",1,"No Stars","Nigeria"
"456",1534,"https://www.ajol.info/index.php/zj","Zede Journal",NA,"0514-6216",1,"Inactive Title","Ethiopia"
"457",1349,"https://www.ajol.info/index.php/zjst","Zimbabwe Journal of Science and Technology","2409-0360","1810-0341",1,"2 Stars","Zimbabwe"
"458",1699,"https://www.ajol.info/index.php/tzool","Zoologist (The)","1596-972X",NA,1,"No Stars","Nigeria"
"459",1004,"https://www.ajol.info/index.php/ajas","African Journal of Aquatic Science","1727-9364","1608-5914",0,"1 Star","South Africa"
"460",1005,"https://www.ajol.info/index.php/ajcmr","African Journal of Current Medical Research","2579-0242",NA,0,"1 Star","Ghana"
"461",1006,"https://www.ajol.info/index.php/ajdg","African Journal of Democracy and Governance",NA,"2313-6529",0,"1 Star","Congo, Democratic Republic"
"462",1009,"https://www.ajol.info/index.php/ajerd","African Journal of Educational Research and Development",NA,"2006-5450",0,"1 Star","Nigeria"
"463",1015,"https://www.ajol.info/index.php/ajlais","African Journal of Library, Archives and Information Science","0795-4778",NA,0,"1 Star","Nigeria"
"464",1016,"https://www.ajol.info/index.php/ajms","African Journal of Marine Science","1814-2338","1814-232X",0,"1 Star","South Africa"
"465",1017,"https://www.ajol.info/index.php/ajpn","African Journal of Paediatric Nephrology",NA,"2354-4325",0,"1 Star","Nigeria"
"466",1018,"https://www.ajol.info/index.php/ajrfs","African Journal of Range and Forage Science","1727-9380","1022-0119",0,"1 Star","South Africa"
"467",1020,"https://www.ajol.info/index.php/ajr","African Journal of Rheumatology",NA,"2307-2482",0,"1 Star","Kenya"
"468",1021,"https://www.ajol.info/index.php/ajsd","African Journal of Sustainable Development",NA,"2315-6317",0,"1 Star","Nigeria"
"469",1027,"https://www.ajol.info/index.php/aref","African Review of Economics and Finance",NA,"2042-1478",0,"1 Star","South Africa"
"470",1031,"https://www.ajol.info/index.php/ageers","Agricultural Economics and Extension Research Studies","2714-3147",NA,0,"1 Star","Nigeria"
"471",1037,"https://www.ajol.info/index.php/abs","Annals of Biomedical Sciences","1596-6569",NA,0,"1 Star","Nigeria"
"472",1049,"https://www.ajol.info/index.php/dentiscope","Dentiscope","2488-8915","1119-8915",0,"1 Star","Nigeria"
"473",1052,"https://www.ajol.info/index.php/eamj","East African Medical Journal","0012-835X",NA,0,"1 Star","Kenya"
"474",1057,"https://www.ajol.info/index.php/eia","English in Africa","2071-7474","0376-8902",0,"1 Star","South Africa"
"475",1059,"https://www.ajol.info/index.php/esarjo","ESARBICA Journal: Journal of the Eastern and Southern Africa Regional Branch of the International Council on Archives","0376-4753",NA,0,"1 Star","South Africa"
"476",1060,"https://www.ajol.info/index.php/ejap","Ethiopian Journal of Animal Production",NA,"1607-3835",0,"1 Star","Ethiopia"
"477",1061,"https://www.ajol.info/index.php/ejbs","Ethiopian Journal of Biological Sciences","1819-8678",NA,0,"1 Star","Ethiopia"
"478",1067,"https://www.ajol.info/index.php/epj","Ethiopian Pharmaceutical Journal","1029-5933",NA,0,"1 Star","Ethiopia"
"479",1070,"https://www.ajol.info/index.php/funaijost","FUNAI Journal of Science and Technology","2630-6921","2504-9534",0,"1 Star","Nigeria"
"480",1087,"https://www.ajol.info/index.php/imhotep","IMHOTEP Mathematical Journal",NA,NA,0,"1 Star","Cameroon"
"481",1089,"https://www.ajol.info/index.php/ict","Information Technologist (The)","2805-3478","1597-4316",0,"1 Star","Nigeria"
"482",1091,"https://www.ajol.info/index.php/ise","Innovative Solutions in Engineering: Journal of the Nigerian Academy of Engineering","2734-2972","2636-5197",0,"1 Star","Nigeria"
"483",1095,"https://www.ajol.info/index.php/ijispdf","International Journal of Information Security, Privacy and Digital Forensics","2636-6134",NA,0,"1 Star","Nigeria"
"484",1096,"https://www.ajol.info/index.php/ijp","International Journal of Pedagogy, Policy and ICT in Education",NA,"2026-6081",0,"1 Star","Ghana"
"485",1098,"https://www.ajol.info/index.php/issa","Italian Studies in Southern Africa/Studi d'Italianistica nell'Africa Australe","2225-7039","1012-2338",0,"1 Star","South Africa"
"486",1101,"https://www.ajol.info/index.php/jast","Journal of Applied Science and Technology","0855-2215",NA,0,"1 Star","Ghana"
"487",1104,"https://www.ajol.info/index.php/jcamh","Journal of Child and Adolescent Mental Health","1728-0591","1728-0583",0,"1 Star","South Africa"
"488",1115,"https://www.ajol.info/index.php/jmaa","Journal of the Musical Arts in Africa","2070-626X","1812-1004",0,"1 Star","South Africa"
"489",1126,"https://www.ajol.info/index.php/lcdm","Les Cahiers du MECAS","2600-6294",NA,0,"1 Star","Algeria"
"490",1132,"https://www.ajol.info/index.php/ncijcms","Nigeria and the Classics: Ibadan Journal of the Classics and Multidisciplinary Studies",NA,"1118-1990",0,"1 Star","Nigeria"
"491",1140,"https://www.ajol.info/index.php/njgc","Nigerian Journal of Guidance and Counselling","0794-0831",NA,0,"1 Star","Nigeria"
"492",1141,"https://www.ajol.info/index.php/njhydrosci","Nigerian Journal of Hydrological Sciences",NA,"2315-6686",0,"1 Star","Nigeria"
"493",1143,"https://www.ajol.info/index.php/njpar","Nigerian Journal of Parasitology","1117-4145",NA,0,"1 Star","Nigeria"
"494",1154,"https://www.ajol.info/index.php/ostrich","Ostrich: Journal of African Ornithology","1727-947X","0030-6525",0,"1 Star","South Africa"
"495",1158,"https://www.ajol.info/index.php/phmedj","Port Harcourt Medical Journal","0795-3038",NA,0,"1 Star","Nigeria"
"496",1160,"https://www.ajol.info/index.php/qm","Quaestiones Mathematicae","1727-933X","1607-3606",0,"1 Star","South Africa"
"497",1172,"https://www.ajol.info/index.php/saaj","South African Actuarial Journal","1680-2179",NA,0,"1 Star","South Africa"
"498",1176,"https://www.ajol.info/index.php/sajal","South African Journal of African Languages","2305-1159","0257-2117",0,"1 Star","South Africa"
"499",1186,"https://www.ajol.info/index.php/samus","South African Music Studies",NA,"2223-635X",0,"1 Star","South Africa"
"500",1190,"https://www.ajol.info/index.php/salas","Southern African Linguistics and Applied Language Studies","1727-9461","1607-3614",0,"1 Star","South Africa"
