"","source_id","source_url","source_title","eissn","issn_print","is_diamond","jjps_status","country"
"711",1599,"https://www.ajol.info/index.php/eaoj","East African Orthopaedic Journal",NA,"1994-1072",1,"No Stars","Kenya"
"712",1394,"https://www.ajol.info/index.php/ejc","Edo Journal of Counselling",NA,"2006-7593",1,"Inactive Title","Nigeria"
"713",1707,"https://www.ajol.info/index.php/fje","FUTY Journal of the Environment",NA,"1597-8826",1,"Pending","Nigeria"
"714",1612,"https://www.ajol.info/index.php/gjds","Ghana Journal of Development Studies",NA,"0855-6768",1,"No Stars","Ghana"
"715",1405,"https://www.ajol.info/index.php/gjcm","Global Journal of Community Medicine","1597-9857","1597-9857",1,"Inactive Title","Nigeria"
"716",1629,"https://www.ajol.info/index.php/jjm","Jos Journal of Medicine",NA,"2006-0734",1,"No Stars","Nigeria"
"717",1548,"https://www.ajol.info/index.php/jipit","Journal for Intellectual Property and Information Technology","2788-6727",NA,1,"New Title","Kenya"
"718",1435,"https://www.ajol.info/index.php/jbas","Journal of Business and Administrative Studies",NA,"2077-3420",1,"Inactive Title","Ethiopia"
"719",1711,"https://www.ajol.info/index.php/jssd","Journal of Science and Sustainable Development","2070-1748","2070-1748",1,"Pending","Uganda"
"720",1457,"https://www.ajol.info/index.php/jstcr","Journal of Surgical Technique and Case Report",NA,"2006-8808",1,"Inactive Title","Nigeria"
"721",1459,"https://www.ajol.info/index.php/jema","Journal of the Eritrean Medical Association",NA,"1998-6017",1,"Inactive Title","Eritrea"
"722",1651,"https://www.ajol.info/index.php/jnoa","Journal of the Nigerian Optometric Association",NA,"0795-0039",1,"No Stars","Nigeria"
"723",1652,"https://www.ajol.info/index.php/ldd","Law, Democracy & Development","2077-4907","2077-4907",1,"No Stars","South Africa"
"724",1682,"https://www.ajol.info/index.php/sa","Scientia Africana","1118-1931","1118-1931",1,"No Stars","Nigeria"
"725",1169,"https://www.ajol.info/index.php/sljbr","Sierra Leone Journal of Biomedical Research",NA,"2076-6270",1,"1 Star","Sierra Leone"
"726",1162,"https://www.ajol.info/index.php/racs","Revue Africaine de Chirurgie et Spécialités",NA,"1997-3756",0,"1 Star","Cameroon"
"727",1265,"https://www.ajol.info/index.php/hjlcs","Hybrid Journal of Literary and Cultural Studies","2707-2169","2707-2169",0,"2 Stars","Kenya"
"728",1381,"https://www.ajol.info/index.php/cjlis","Communicate: Journal of Library and Information Science","1115-2664","1115-2664",0,"Inactive Title","Nigeria"
"729",1445,"https://www.ajol.info/index.php/jhds","Journal of History and Diplomatic Studies",NA,"1597-3778",0,"Inactive Title","Nigeria"
"730",1468,"https://www.ajol.info/index.php/lnr","Lagos Notes and Records",NA,"0075-7640",0,"Inactive Title","Nigeria"
"731",1480,"https://www.ajol.info/index.php/njgp","Nigerian Journal of General Practice",NA,"1118-4647",0,"Inactive Title","Nigeria"
"732",1498,"https://www.ajol.info/index.php/rrias","Research Review of the Institute of African Studies",NA,"0855-4412",0,"Inactive Title","Ghana"
"733",1532,"https://www.ajol.info/index.php/zjohs","Zagazig Journal of Occupational Health and Safety",NA,"1687-8671",0,"Inactive Title","Egypt, Arab Rep."
"734",1535,"https://www.ajol.info/index.php/zjts","Zimbabwe Journal of Technological Sciences",NA,"2079-8997",0,"Inactive Title","Zimbabwe"
"735",1564,"https://www.ajol.info/index.php/ajasss","African Journal of Accounting and Social Science Studies",NA,"2591-6815",0,"No Stars","Tanzania"
"736",1565,"https://www.ajol.info/index.php/ajaic","African Journal of Anaesthesia and Intensive Care",NA,"0794-2184",0,"No Stars","Nigeria"
"737",1637,"https://www.ajol.info/index.php/jcsia","Journal of Computer Science and Its Application",NA,"2006-5523",0,"No Stars","Nigeria"
"738",1665,"https://www.ajol.info/index.php/njcm","Nigerian Journal of Clinical Medicine","2141-1123",NA,0,"No Stars","Nigeria"
"739",1678,"https://www.ajol.info/index.php/rmuj","Regional Maritime University Journal",NA,"2026-6324",0,"No Stars","Ghana"
